1,1,0
1,2,1
1,3,0
1,4,0
1,5,1
1,6,0
1,7,1
1,8,0
1,9,1
1,10,0
1,11,1
1,12,0
1,13,1
1,14,0
1,15,1
1,16,0
1,17,1
1,18,0
1,19,1
1,20,0
1,21,1
1,22,0
1,23,1
2,1,0
2,2,1
2,3,0
2,4,0
2,5,1
2,6,0
2,7,1
2,8,0
2,9,1
2,10,0
2,11,1
2,12,0
2,13,1
2,14,0
2,15,1
2,16,0
2,17,1
2,18,0
2,19,1
2,20,0
2,21,1
2,22,1
2,23,0
3,1,0
3,2,1
3,3,0
3,4,0
3,5,1
3,6,0
3,7,1
3,8,0
3,9,1
3,10,0
3,11,1
3,12,0
3,13,1
3,14,0
3,15,1
3,16,0
3,17,1
3,18,0
3,19,1
3,20,1
3,21,0
3,22,1
3,23,0
4,1,0
4,2,1
4,3,0
4,4,0
4,5,1
4,6,0
4,7,1
4,8,0
4,9,1
4,10,0
4,11,1
4,12,0
4,13,1
4,14,0
4,15,1
4,16,0
4,17,1
4,18,1
4,19,0
4,20,1
4,21,0
4,22,1
4,23,0
5,1,0
5,2,1
5,3,0
5,4,0
5,5,1
5,6,0
5,7,1
5,8,0
5,9,1
5,10,0
5,11,1
5,12,0
5,13,1
5,14,0
5,15,1
5,16,1
5,17,0
5,18,1
5,19,0
5,20,1
5,21,0
5,22,1
5,23,0
6,1,0
6,2,1
6,3,0
6,4,0
6,5,1
6,6,0
6,7,1
6,8,0
6,9,1
6,10,0
6,11,1
6,12,0
6,13,1
6,14,1
6,15,0
6,16,1
6,17,0
6,18,1
6,19,0
6,20,1
6,21,0
6,22,1
6,23,0
7,1,0
7,2,1
7,3,0
7,4,0
7,5,1
7,6,0
7,7,1
7,8,0
7,9,1
7,10,0
7,11,1
7,12,1
7,13,0
7,14,1
7,15,0
7,16,1
7,17,0
7,18,1
7,19,0
7,20,1
7,21,0
7,22,1
7,23,0
8,1,0
8,2,1
8,3,0
8,4,0
8,5,1
8,6,0
8,7,1
8,8,0
8,9,1
8,10,1
8,11,0
8,12,1
8,13,0
8,14,1
8,15,0
8,16,1
8,17,0
8,18,1
8,19,0
8,20,1
8,21,0
8,22,1
8,23,0
9,1,0
9,2,1
9,3,0
9,4,0
9,5,1
9,6,0
9,7,1
9,8,1
9,9,0
9,10,1
9,11,0
9,12,1
9,13,0
9,14,1
9,15,0
9,16,1
9,17,0
9,18,1
9,19,0
9,20,1
9,21,0
9,22,1
9,23,0
10,1,0
10,2,1
10,3,0
10,4,0
10,5,1
10,6,1
10,7,0
10,8,1
10,9,0
10,10,1
10,11,0
10,12,1
10,13,0
10,14,1
10,15,0
10,16,1
10,17,0
10,18,1
10,19,0
10,20,1
10,21,0
10,22,1
10,23,0
11,1,0
11,2,1
11,3,0
11,4,1
11,5,0
11,6,0
11,7,1
11,8,0
11,9,1
11,10,0
11,11,1
11,12,0
11,13,1
11,14,0
11,15,1
11,16,0
11,17,1
11,18,0
11,19,1
11,20,0
11,21,1
11,22,0
11,23,1
12,1,0
12,2,1
12,3,0
12,4,1
12,5,0
12,6,0
12,7,1
12,8,0
12,9,1
12,10,0
12,11,1
12,12,0
12,13,1
12,14,0
12,15,1
12,16,0
12,17,1
12,18,0
12,19,1
12,20,0
12,21,1
12,22,1
12,23,0
13,1,0
13,2,1
13,3,0
13,4,1
13,5,0
13,6,0
13,7,1
13,8,0
13,9,1
13,10,0
13,11,1
13,12,0
13,13,1
13,14,0
13,15,1
13,16,0
13,17,1
13,18,0
13,19,1
13,20,1
13,21,0
13,22,1
13,23,0
14,1,0
14,2,1
14,3,0
14,4,1
14,5,0
14,6,0
14,7,1
14,8,0
14,9,1
14,10,0
14,11,1
14,12,0
14,13,1
14,14,0
14,15,1
14,16,0
14,17,1
14,18,1
14,19,0
14,20,1
14,21,0
14,22,1
14,23,0
15,1,0
15,2,1
15,3,0
15,4,1
15,5,0
15,6,0
15,7,1
15,8,0
15,9,1
15,10,0
15,11,1
15,12,0
15,13,1
15,14,0
15,15,1
15,16,1
15,17,0
15,18,1
15,19,0
15,20,1
15,21,0
15,22,1
15,23,0
16,1,0
16,2,1
16,3,0
16,4,1
16,5,0
16,6,0
16,7,1
16,8,0
16,9,1
16,10,0
16,11,1
16,12,0
16,13,1
16,14,1
16,15,0
16,16,1
16,17,0
16,18,1
16,19,0
16,20,1
16,21,0
16,22,1
