1,1
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,1
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,1
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,1
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,1
44,2
45,2
46,2
47,2
48,2
49,2
50,2
51,1
52,2
53,2
54,2
55,2
56,2
57,2
58,1
59,2
60,2
61,2
62,2
63,2
64,1
65,2
66,2
67,2
68,2
69,1
70,2
71,2
72,2
73,1
74,2
75,2
76,1
77,2
78,1
79,0
80,1
81,2
82,1
83,2
84,2
85,1
86,2
87,2
88,2
89,1
90,2
91,2
92,2
93,2
94,1
95,2
96,2
97,2
98,2
99,2
100,1
101,2
102,2
103,2
104,2
105,2
106,2
107,1
108,2
109,2
110,2
111,2
112,2
113,2
114,2
115,1
116,2
117,2
118,2
119,2
120,2
121,2
122,2
123,2
124,1
125,2
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,2
134,1
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,1
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,1
158,1
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,2
170,1
171,2
172,2
173,2
174,2
175,2
176,2
177,2
178,2
179,2
180,2
181,1
182,2
183,2
184,2
185,2
186,2
187,2
188,2
189,2
190,2
191,1
192,2
193,2
194,2
195,2
196,2
197,2
198,2
199,2
200,1
201,2
202,2
203,2
204,2
205,2
206,2
207,2
208,1
209,2
210,2
211,2
212,2
213,2
214,2
215,1
216,2
217,2
218,2
219,2
220,2
221,1
222,2
223,2
224,2
225,2
226,1
227,2
228,2
229,2
230,1
231,2
232,2
233,1
234,2
235,1
236,0
237,1
238,2
239,1
240,2
241,2
242,1
243,2
244,2
245,2
246,1
247,2
248,2
249,2
250,2
251,1
252,2
253,2
254,2
255,2
256,2
257,1
258,2
259,2
260,2
261,2
262,2
263,2
264,1
265,2
266,2
267,2
268,2
269,2
270,2
271,2
272,1
273,2
274,2
275,2
276,2
277,2
278,2
279,2
280,2
281,1
282,2
283,2
284,2
285,2
286,2
287,2
288,2
289,2
290,2
291,1
292,2
293,2
294,2
295,2
296,2
297,2
298,2
299,2
300,2
301,2
302,1
303,2
304,2
305,2
306,2
307,2
308,2
309,2
310,2
311,2
312,2
313,2
314,1
